20.9129	21.9724	22.518	22.8994	23.3943	22.8589	23.6549	23.1403	23.7105	23.7488	23.018	22.8899	23.2409	23.055	23.395	23.326	23.9	23.3287	22.8782	22.9023	23.1459	24.3939	24.283	23.7727	23.9302	22.8234	23.4218	24.2367	22.6738	
21.6524	22.4617	22.5733	22.8891	22.9891	22.9935	22.8755	23.3588	22.7125	23.2184	23.7064	23.3665	23.3154	23.5044	23.3743	22.9754	23.1755	22.8227	23.6181	22.7461	23.5398	22.5945	23.6396	23.134	22.0866	23.0254	23.7803	22.2692	23.8006	
22.1979	22.366	22.9833	22.9433	23.1725	23.2765	23.2333	23.5332	23.7908	24.0023	23.4838	23.991	23.7987	23.1688	23.4027	23.2658	23.8459	23.0352	24.0729	22.3827	24.2125	22.2844	23.7352	23.6665	23.3818	23.3758	23.1728	22.7699	23.1993	
22.7168	22.8099	23.3472	23.1792	23.6759	23.7659	23.9622	23.7822	23.6927	24.0076	24.3351	23.6853	23.7776	23.9719	23.7109	24.4678	24.5499	24.3672	23.7936	23.4841	23.6775	24.8982	24.2588	23.3805	23.6633	24.1566	23.3659	23.9695	23.4808	
22.0801	22.7191	22.8371	22.8356	23.0554	22.8553	23.6442	23.7596	23.4516	23.8919	23.6822	23.7047	24.0272	23.8575	23.6305	23.8189	23.4986	22.7326	23.6401	23.7946	23.3947	23.0579	21.8926	23.425	23.5275	22.2773	22.1627	22.6692	22.3446	
22.0332	22.5264	22.6183	23.4621	23.1428	23.5106	23.4889	23.3516	23.2823	23.3055	23.8174	23.5217	23.4499	22.82	23.0644	22.6629	22.0544	23.4718	23.2827	22.3531	23.6064	22.6801	22.3743	21.211	22.5521	21.7073	22.4536	23.0074	21.5286	
22.4039	22.6846	23.1087	23.3149	23.1509	23.8656	23.8618	23.5266	23.808	23.5637	23.8963	22.9948	23.8165	23.5026	23.395	22.4442	22.6075	23.1044	22.8947	21.8274	22.058	23.9432	24.0306	23.9219	21.9074	22.1567	21.5913	21.6651	21.7171	
22.9333	22.711	22.8344	23.4967	23.592	23.4696	22.8245	23.0605	24.5443	24.5865	24.7182	23.8549	24.4096	23.709	23.7529	23.4651	22.2113	21.6415	22.2935	21.7421	21.7558	21.0358	20.6593	21.1036	20.1941	20.3836	20.6552	20.4806	20.4467	
23.3856	23.8877	23.6725	24.0794	23.8631	23.8503	24.5908	24.23	23.7331	24.0107	23.489	22.9782	23.673	22.9066	24.1016	23.7601	24.2882	22.5843	22.476	24.0248	23.4686	22.5285	23.3711	22.9186	22.9565	22.8423	22.4681	22.7846	22.3537	
22.5717	22.5271	22.4819	22.7638	22.9474	22.6833	22.1916	21.9545	21.4875	21.1372	20.9928	20.8431	20.9113	20.7402	19.7234	20.9142	19.9758	19.7893	19.5318	20.6042	20.1855	19.1055	19.2748	19.2286	20.1856	20.2034	20.1755	19.0362	20.2216	
22.7938	23.223	23.1187	23.1764	23.061	23.3468	23.0732	23.5959	23.0989	22.8926	23.0863	22.1968	22.9034	23.0685	22.9849	22.7074	22.746	22.582	22.5156	22.6464	22.5346	22.8992	22.1577	21.8966	21.9405	21.5878	21.9319	21.1144	21.0493	
21.8157	22.5783	22.8344	23.2745	22.4822	23.6002	23.8852	23.7486	23.6635	23.7737	23.9959	23.5173	22.3841	22.2736	22.0053	22.0452	21.3002	20.5755	20.5417	19.9054	20.2331	20.9919	20.0372	20.7054	20.0453	20.5962	19.338	20.1845	19.2493	
22.9769	22.7776	22.9372	23.0296	22.896	23.3788	22.6158	22.8743	23.1597	22.1495	22.052	22.1763	22.1059	22.1235	22.1363	22.0435	21.6091	22.4421	21.9636	21.7283	21.7459	21.7585	21.6545	21.7845	21.8277	20.9636	20.736	20.9583	21.2572	
21.9701	22.4578	22.5568	23.0909	22.7923	22.9103	22.54	22.8701	22.4421	21.9629	21.9131	21.7129	21.393	21.962	21.7169	20.9546	20.4925	21.4886	21.5037	21.2552	20.3684	20.1602	20.8834	20.9394	21.3129	20.1831	20.8542	20.58	19.595	
22.0252	22.7768	22.7052	23.115	23.2362	23.6505	23.0601	23.0745	22.8234	22.7982	22.8893	22.8609	22.7073	22.7882	22.8412	22.2931	20.9179	21.8034	20.7257	20.2624	21.3505	20.2046	20.2577	21.3469	20.9169	21.1007	21.1645	20.5365	19.8473	
21.9169	22.7664	22.772	22.8054	23.0894	23.453	23.0805	22.9885	23.4851	22.8439	22.7539	22.4494	22.2133	22.4723	21.818	20.8802	22.3607	20.9025	20.4903	20.6496	21.3529	21.35	20.8512	19.8389	20.6655	19.7782	19.5797	20.4149	20.7431	
23.0665	23.5997	23.464	23.1102	23.9045	23.9301	23.4582	24.1125	23.0805	23.134	23.321	23.4258	22.6305	22.8185	22.7211	23.3775	22.6874	21.9637	21.3391	20.8989	20.8112	20.9684	20.901	20.7636	21.4048	20.472	20.9153	21.5203	20.47	
22.1926	22.4819	22.5715	23.1905	23.0665	23.0836	22.7155	22.761	22.8362	23.2347	22.7435	22.9505	22.284	22.0628	21.6387	21.8946	20.7865	21.0284	21.3422	20.0117	21.3429	20.7257	20.714	20.8589	20.7693	20.0502	20.8543	20.3102	19.2855	
22.3677	23.3994	23.1656	23.7469	23.3427	23.6765	23.5361	22.6993	22.9502	23.1147	22.957	22.4665	22.391	22.2667	22.0269	21.6749	21.5604	21.3309	21.3875	20.0767	21.4399	20.2159	20.8902	20.9718	20.7233	20.541	19.9654	21.0115	20.1134	
22.4837	23.0739	23.1341	22.5497	22.8757	22.9159	22.401	22.6339	22.1997	22.5	21.8777	21.9963	22.1732	21.7585	21.8206	21.8172	21.9811	21.2807	22.5751	22.0661	22.0207	22.0748	20.8923	21.2845	21.5236	20.7956	20.9289	20.9193	21.201	
22.1332	22.6949	23.085	23.6993	23.3374	24.4253	23.9873	23.3717	22.942	22.4663	21.6266	20.988	20.9448	21.5235	21.1919	20.8687	19.9464	20.6148	20.383	20.2949	20.2864	20.109	19.5326	19.8791	19.964	19.7456	19.9384	19.1373	19.1492	
