19.732	20.4952	20.6865	20.7188	21.2913	21.1319	21	21.6329	21.3994	21.2763	21.6422	21.9679	21.617	21.7839	21.1143	20.1234	20.6937	20.9199	21.4941	20.984	20.15	20.4974	20.4354	20.9607	22.0329	21.3227	21.6436	22.075	21.3606	
20.448	20.9933	20.7319	21.2743	21.6664	21.1964	20.6506	21.6865	20.954	20.879	21.3138	20.5512	21.0012	21.4097	21.4725	21.609	21.9038	21.6874	21.2909	21.5472	20.6289	20.2103	22.0665	20.2311	21.1639	21.5418	20.9928	22.0165	20.4806	
20.6868	20.8142	21.4179	21.5873	21.4619	22.0553	21.7076	21.8794	21.8842	21.277	20.9938	21.1971	21.3276	22.2428	20.9122	20.3882	21.9874	20.5068	20.8552	21.0952	20.2809	21.1328	20.8265	20.4926	22.0726	21.4268	20.9731	21.2943	20.8815	
21.2624	21.2983	21.4738	21.4929	22.3888	22.2959	21.5105	21.5761	22.6299	22.189	22.1272	21.6236	22.5127	22.4645	21.6982	21.8141	21.7418	21.5288	22.0164	22.3637	22.2975	21.3687	21.7299	20.7634	22.0338	22.6071	21.9539	21.9964	21.6276	
20.968	21.0847	21.2257	21.4256	21.6142	21.7238	21.6086	21.3497	21.9381	21.1426	21.9038	22.0997	22.0968	21.7603	21.3571	21.1098	20.8701	20.5842	20.3167	20.221	22.4904	20.5007	20.362	21.8	21.2177	19.6104	19.6508	20.7123	20.5939	
20.9144	20.8759	21.2458	20.9448	21.3475	21.5589	21.1875	21.1066	21.4466	20.9934	20.8965	20.7513	20.8906	21.1169	20.0924	20.8741	20.9476	20.0016	20.2989	20.5803	20.6432	19.4388	20.4415	21.0415	21.0436	20.3987	20.7669	19.9783	19.0957	
20.8957	21.0962	21.4393	21.5427	21.7992	21.7504	21.1979	21.8449	20.5371	21.0383	21.3873	20.6244	21.0574	20.5272	21.9753	21.4508	20.8753	19.9977	19.9499	20.0674	19.7465	19.8619	19.4631	19.6765	19.3193	19.0162	18.8799	20.2847	19.4667	
21.3201	21.9628	22.1482	21.3942	21.9833	20.7342	21.6593	20.7934	21.9174	21.1981	21.6584	19.867	19.6076	19.1606	18.8973	18.9169	18.6921	19.1122	18.9684	18.7193	18.8255	18.5786	18.1825	18.4685	18.019	18.3802	18.3164	17.9839	18.3092	
21.1153	21.1271	21.748	21.9514	21.3905	21.3069	21.3119	21.2442	20.5891	21.1872	21.2495	21.8239	20.7427	20.2372	21.3412	21.2066	20.7055	20.814	20.5432	20.5341	19.8421	19.7968	19.9566	19.497	19.2967	19.6538	19.7556	18.8379	18.7169	
20.6565	21.0561	20.8907	19.9679	20.3364	19.6397	19.0731	18.622	19.0562	18.4479	18.1056	18.6761	18.4414	18.9443	17.8309	18.4333	17.7888	17.5356	17.7094	18.3502	17.6959	17.2666	17.7539	17.3537	18.8833	17.7391	17.511	17.5427	17.2767	
