scan_block_params 100 1000 | tee 100-1000.dat
16.1521 16.5155 16.273  17.4    16.2534 16.3609 16.2829 16.1312 15.6933 14.6672 14.2555 14.2178 14.3853 14.0297 13.9284 14.5717 14.3016      14.0613 13.8024 14.0758 13.8244 15.0354 13.8798 13.9091 15.0058 13.7272 13.5677 13.2596 13.5016
16.0914 17.1302 15.0253 15.2032 14.7824 14.5246 15.9759 14.3704 14.3811 14.665  15.3556 13.8909 13.8546 13.8334 14.4193 13.7187 13.6828      13.9505 13.3869 13.3578 13.5106 13.4951 13.9229 14.4129 13.2693 13.767  12.8509 13.4326 13.5774
14.8062 14.7439 14.9647 14.375  14.4592 14.4144 14.4147 14.1223 12.6901 13.6851 13.952  13.0768 13.9511 13.8527 13.841  13.7366 13.5459      13.3659 12.9435 13.9358 13.571  13.4554 13.0218 12.6218 13.9326 15.0756 13.2998 13.3792 13.4356
17.0832 15.9762 14.7737 15.0562 14.866  14.1695 14.1295 14.6873 13.5748 14.229  13.5704 15.0652 13.2699 13.2104 14.1961 13.4767 13.4493      13.1367 12.7258 13.6675 13.6512 13.3534 13.236  13.76   12.6841 12.4529 13.7548 13.9894 13.4322
15.1254 14.9912 14.0641 13.9926 15.3108 13.9409 13.6598 13.7372 13.4059 13.822  13.3534 13.9232 13.394  13.2492 12.8718 13.5207 13.7663      12.5426 12.9371 12.5527 12.5287 14.2621 13.7831 13.2753 13.1684 12.7978 12.8972 12.6061 12.5872
14.6152 14.2958 14.9485 15.0376 13.5188 13.5546 13.7333 13.8537 13.2982 12.6001 13.4953 12.6096 10.0739 13.5879 13.192  12.5525 12.5316      12.2288 11.9251 13.4553 14.0655 12.7169 12.3809 12.0493 12.2311 11.9401 11.7072 11.4172 11.1422
16.0694 14.3124 13.9285 13.7671 13.8048 13.585  13.3675 13.3559 13.3495 13.2601 13.2015 13.3957 12.814  12.6253 12.4064 12.2985 12.747       13.13   12.8108 12.3171 12.2968 12.2023 11.6254 11.3898 11.3309 13.33   13.9122 12.8266 12.9192
14.4675 13.796  13.9843 13.5613 13.4262 13.6121 12.6883 13.1922 12.6598 12.4442 13.1664 12.5302 12.0845 11.9179 13.3138 12.987  12.4898      12.3036 11.7792 11.7751 10.5528 11.2083 10.9589 13.0713 12.7044 12.6488 11.5637 11.6131 11.9249
15.0777 14.6333 15.0875 14.2165 14.0195 14.0274 13.4342 15.4238 13.1347 13.19   12.6597 13.8471 13.0078 13.9399 12.6446 12.2582 12.0945      11.511  11.8281 14.2735 12.7776 12.8039 12.8252 12.5653 12.3155 12.0593 11.7152 11.4994 11.2227
14.4843 14.0354 13.2429 13.8209 13.772  13.144  12.7923 13.3875 12.6443 12.1616 11.6826 13.3596 12.3136 12.0946 11.8838 11.4648 11.7508      10.9467 11.2708 12.3307 12.39   11.22   11.7736 11.6674 11.4318 11.1947 10.9958 10.7079 10.5204
13.4642 14.5626 14.1658 13.2175 13.1946 12.5033 13.5347 12.9459 12.4707 11.64   12.8124 12.4416 12.0831 12.0129 11.5774 11.0387 12.9467      12.7721 12.4509 12.1065 11.9055 11.3739 11.3691 10.8969 10.7155 10.7634 10.5538 9.76526 10.1413
15.7399 15.9883 14.1017 14.3587 12.733  13.9585 13.7649 12.5334 13.7912 12.8529 12.6045 12.1757 11.6147 11.7747 14.3255 12.9476 12.3255      12.3321 11.8697 11.4375 10.9816 10.8932 10.9517 10.5838 10.0652 9.72161 9.68442 9.74687 9.82953
13.858  15.318  13.3152 13.8232 12.283  13.2889 13.0629 11.7464 13.1046 13.0268 11.7069 11.5155 11.1063 11.0892 12.6346 11.9785 11.4729      11.7861 11.3542 11.026  10.5129 10.4089 10.4093 10.0859 9.77801 10.2551 9.59297 9.2099  9.36187
13.8642 13.8278 14.735  12.9231 13.1686 12.8635 12.1197 12.8518 12.3313 11.2695 11.6555 11.0163 13.9234 12.6881 13.007  12.1527 11.6328      11.6835 10.9124 10.0998 10.5107 10.1246 9.8146  9.6608  9.76174 9.66437 8.86444 8.63001 12.6093
13.8141 13.0534 12.9585 12.8359 12.5995 12.1846 12.3865 12.5291 12.1974 10.8825 11.1931 10.7703 12.2085 12.127  11.6943 10.5731 11.0859      10.8632 10.0219 10.1995 10.0366 9.3357  9.51637 9.33292 9.12911 9.09892 8.52389 8.3784  12.0945
14.2065 13.9469 13.5483 13.6989 13.3458 13.0331 12.7132 11.6808 11.7292 11.5283 13.646  12.2887 11.9593 12.0701 11.6716 11.198  10.8083      10.4182 10.3033 9.81429 9.74054 9.46898 9.3671  12.6048 12.5403 12.351  12.1283 12.0093 11.5631
15.0047 13.2322 12.7595 12.9337 12.198  12.879  11.9506 11.7815 11.2308 10.482  12.3937 12.1173 11.8514 11.0249 11.2689 10.0637 10.3214      9.51561 9.95677 9.52638 9.45787 9.08456 8.43345 12.4883 12.0527 11.8051 11.6813 11.4575 11.2972
14.8248 13.0388 12.7013 12.5772 11.9197 12.6547 12.1903 11.136  10.3685 10.6487 12.1045 11.456  11.2142 11.0731 10.6452 10.3571 10.0029      9.65836 9.32235 9.0764  8.49824 8.55047 8.52579 11.845  11.8425 11.582  11.0422 11.2575 10.783
